player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
64498,구준범,삼성,22.5,1,0,0,0,0,-,2,2,2,3,1,1,5,5,2.5
61365,김대우,삼성,6.35,31,0,2,0,1,0.000,51,68,7,15,2,27,39,36,1.63
68403,김무신,삼성,6.63,20,0,0,0,1,-,19,25,2,17,1,25,18,14,2.21
62920,노건우,삼성,4.74,16,0,2,0,1,0.000,19,10,2,14,1,19,10,10,1.26
69439,라이블리,삼성,4.05,6,0,1,0,0,0.000,33 1/3,23,4,13,5,38,16,15,1.08
51439,몽고메리,삼성,5.37,11,2,5,0,0,0.286,52,46,3,38,4,55,33,31,1.62
67419,문용익,삼성,4.5,22,2,0,0,2,1.000,22,21,3,10,1,19,11,11,1.41
65844,박세웅,삼성,9.0,4,0,0,0,0,-,3,5,1,3,1,2,4,3,2.67
77446,백정현,삼성,2.63,27,14,5,0,0,0.737,157 2/3,142,15,54,2,109,54,46,1.24
50404,뷰캐넌,삼성,3.1,30,16,5,0,0,0.762,177,173,13,59,2,162,71,61,1.31
61411,심창민,삼성,5.08,59,3,2,0,16,0.600,51 1/3,47,8,32,6,58,32,29,1.54
68415,양창섭,삼성,6.6,9,1,1,0,1,0.500,15,21,3,8,0,13,11,11,1.93
75421,오승환,삼성,2.03,64,0,2,44,0,0.000,62,56,3,16,2,57,17,14,1.16
73117,우규민,삼성,3.31,60,3,3,2,24,0.500,49,58,5,9,2,35,22,18,1.37
69446,원태인,삼성,3.06,26,14,7,0,0,0.667,158 2/3,147,11,51,5,129,59,54,1.25
63960,이상민,삼성,4.74,30,1,1,0,3,0.500,24 2/3,28,2,14,0,14,15,13,1.7
50464,이승민,삼성,8.58,11,1,4,0,0,0.200,35 2/3,50,6,18,3,22,34,34,1.91
51454,이승현,삼성,5.26,41,1,4,0,7,0.200,39 1/3,35,3,23,3,46,24,23,1.47
60146,이승현,삼성,9.53,21,1,1,0,1,0.500,17,30,6,8,0,7,18,18,2.24
63492,이재익,삼성,4.5,11,2,0,0,0,1.000,10,11,1,12,0,5,6,5,2.3
51460,이재희,삼성,5.4,5,0,1,0,0,0.000,21 2/3,24,2,10,0,17,13,13,1.57
61457,임현준,삼성,6.55,27,1,2,0,5,0.333,11,11,0,7,4,8,8,8,1.64
77927,장필준,삼성,7.27,41,0,0,0,2,-,34 2/3,46,4,27,1,24,30,28,2.11
67421,최지광,삼성,4.91,60,7,1,0,14,0.875,51 1/3,53,5,27,2,49,30,28,1.56
68419,최채흥,삼성,4.56,26,5,9,0,2,0.357,122 1/3,143,16,37,2,82,66,62,1.47
50449,허윤동,삼성,12.27,1,0,1,0,0,0.000,3 2/3,8,1,1,1,3,6,5,2.45
65496,홍정우,삼성,3.45,15,2,0,0,0,1.000,15 2/3,14,3,4,0,12,6,6,1.15
