선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
진명호,롯데,투수,16,0,16 1/3,0,0,2,2,0,1.0,0,0,0,-
진승현,롯데,투수,10,0,9,0,0,0,1,0,1.0,0,0,0,-
최설우,롯데,투수,1,1,2 2/3,0,0,0,0,0,-,0,0,0,-
최이준,롯데,투수,5,0,2 1/3,0,0,0,0,0,-,0,0,0,-
최준용,롯데,투수,68,0,71,0,0,6,9,1,1.0,0,0,0,-
추재현,롯데,좌익수,4,1,12,0,0,5,0,0,1.000,0,0,0,-
추재현,롯데,우익수,16,13,115,1,0,17,0,0,0.944,0,0,0,-
추재현,롯데,1루수,1,1,9,0,0,7,0,0,1.000,0,0,0,-
피터스,롯데,우익수,24,13,125,1,0,23,0,0,0.958,0,0,0,-
피터스,롯데,중견수,75,72,630 2/3,2,0,140,2,1,0.986,0,0,0,-
한동희,롯데,3루수,117,112,975,19,0,54,177,18,0.924,0,0,0,-
한동희,롯데,1루수,1,1,8,0,0,11,1,2,1.000,0,0,0,-
한태양,롯데,3루수,6,1,20,0,0,1,5,0,1.000,0,0,0,-
한태양,롯데,유격수,29,19,162,5,0,29,50,13,0.94,0,0,0,-
한태양,롯데,2루수,2,0,5,0,0,1,0,0,1.000,0,0,0,-
황성빈,롯데,우익수,13,11,95 2/3,0,0,22,1,0,1.0,0,0,0,-
황성빈,롯데,좌익수,36,21,207 1/3,2,0,42,0,0,0.955,0,0,0,-
황성빈,롯데,중견수,54,49,388 2/3,5,0,94,1,1,0.95,0,0,0,-
