선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
강윤구,롯데,투수,29,0,21 1/3,0,0,0,2,0,1.0,0,0,0,-
강태율,롯데,포수,17,9,82,0,0,78,7,2,1.0,1,3,4,57.1
고승민,롯데,우익수,76,62,521 2/3,2,0,107,4,0,0.982,0,0,0,-
구승민,롯데,투수,73,0,62,0,0,2,6,0,1.0,0,0,0,-
김대우,롯데,투수,10,0,10,0,0,0,1,0,1.0,0,0,0,-
김도규,롯데,투수,55,0,51,0,0,1,5,1,1.0,0,0,0,-
김민기,롯데,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
김민수,롯데,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
김민수,롯데,2루수,18,14,109,2,0,24,34,4,0.967,0,0,0,-
김민수,롯데,1루수,17,10,92,1,0,97,12,13,0.991,0,0,0,-
김민수,롯데,유격수,6,2,23,1,0,6,2,1,0.889,0,0,0,-
김민수,롯데,3루수,20,14,113 1/3,1,0,11,29,4,0.976,0,0,0,-
김민수,롯데,우익수,2,2,14,0,0,2,0,0,1.000,0,0,0,-
김세민,롯데,2루수,3,0,9,0,0,0,3,0,1.000,0,0,0,-
김세민,롯데,유격수,1,0,4,0,0,1,2,1,1.000,0,0,0,-
김원중,롯데,투수,43,0,43,0,0,3,2,0,1.0,0,0,0,-
김유영,롯데,투수,68,0,51,1,0,4,8,1,0.923,0,0,0,-
김진욱,롯데,투수,14,12,46 2/3,0,0,0,6,0,1.0,0,0,0,-
김창훈,롯데,투수,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
나균안,롯데,투수,39,13,117 2/3,2,0,8,13,1,0.913,0,0,0,-
나원탁,롯데,투수,7,0,6,0,0,1,0,0,1.0,0,0,0,-
렉스,롯데,우익수,29,17,171,0,0,22,0,0,1.0,0,0,0,-
렉스,롯데,중견수,23,19,160,1,0,46,1,0,0.979,0,0,0,-
렉스,롯데,1루수,1,1,5,0,0,5,0,0,1.000,0,0,0,-
렉스,롯데,좌익수,17,15,113 1/3,1,0,33,1,0,0.971,0,0,0,-
문경찬,롯데,투수,38,0,40 1/3,0,1,1,4,0,1.0,0,0,0,-
박세웅,롯데,투수,28,28,157 1/3,3,0,7,24,0,0.912,0,0,0,-
박승욱,롯데,유격수,64,49,419 2/3,9,0,81,113,23,0.956,0,0,0,-
박승욱,롯데,2루수,42,11,134 1/3,1,0,24,45,6,0.986,0,0,0,-
반즈,롯데,투수,31,31,186 1/3,2,0,11,25,1,0.947,0,0,0,-
배성근,롯데,2루수,19,7,84 1/3,1,0,15,30,6,0.978,0,0,0,-
배성근,롯데,유격수,3,1,14,0,0,3,2,1,1.000,0,0,0,-
서준원,롯데,투수,33,4,60,0,0,1,7,2,1.0,0,0,0,-
스트레일리,롯데,투수,11,11,62 1/3,1,0,3,8,1,0.917,0,0,0,-
스파크맨,롯데,투수,19,19,84 2/3,0,1,9,12,2,1.0,0,0,0,-
신윤후,롯데,우익수,24,10,95,0,0,14,0,0,1.0,0,0,0,-
신윤후,롯데,좌익수,9,4,43,0,0,7,0,0,1.0,0,0,0,-
신윤후,롯데,중견수,2,1,8,0,0,1,0,0,1.000,0,0,0,-
안중열,롯데,포수,31,20,186 2/3,4,1,151,17,2,0.977,2,20,7,25.9
안치홍,롯데,2루수,105,102,825,11,0,170,262,61,0.975,0,0,0,-
안치홍,롯데,1루수,40,24,235,1,0,225,19,20,0.996,0,0,0,-
윤동희,롯데,1루수,4,4,28,1,0,32,3,2,0.972,0,0,0,-
이강준,롯데,투수,13,0,9 2/3,0,0,3,0,0,1.0,0,0,0,-
이대호,롯데,1루수,8,7,62 2/3,0,0,58,11,8,1.0,0,0,0,-
이대호,롯데,투수,1,0,1/3,0,0,0,1,0,1.000,0,0,0,-
이민석,롯데,투수,27,1,33 2/3,3,0,0,0,0,0.0,0,0,0,-
이승헌,롯데,투수,1,1,2/3,0,0,0,0,0,-,0,0,0,-
이인복,롯데,투수,26,23,126 2/3,1,0,14,18,1,0.97,0,0,0,-
이학주,롯데,유격수,86,68,616,12,0,119,200,49,0.964,0,0,0,-
이호연,롯데,유격수,9,5,42,0,0,8,17,4,1.0,0,0,0,-
이호연,롯데,1루수,39,13,155,1,0,127,12,15,0.993,0,0,0,-
이호연,롯데,2루수,20,10,114,2,0,24,36,2,0.968,0,0,0,-
이호연,롯데,3루수,26,17,172 1/3,1,0,13,34,1,0.979,0,0,0,-
장두성,롯데,중견수,36,3,93 1/3,0,0,19,0,0,1.0,0,0,0,-
전준우,롯데,좌익수,104,99,854,2,0,162,2,0,0.988,0,0,0,-
전준우,롯데,1루수,12,9,71 1/3,0,0,54,4,2,1.0,0,0,0,-
정보근,롯데,포수,94,67,585 2/3,6,0,592,43,4,0.991,6,34,11,24.4
정성종,롯데,투수,5,0,4 1/3,0,0,2,0,0,1.000,0,0,0,-
정훈,롯데,1루수,77,74,614 2/3,2,0,561,43,49,0.997,0,0,0,-
조무근,롯데,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
조세진,롯데,우익수,23,16,143 1/3,1,0,27,1,0,0.966,0,0,0,-
조세진,롯데,좌익수,9,4,49,0,0,11,0,0,1.0,0,0,0,-
지시완,롯데,포수,71,48,426 1/3,2,0,388,23,4,0.995,2,42,9,17.6
