선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
강민국,키움,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
강민국,키움,유격수,1,1,5,1,0,0,2,0,0.667,0,0,0,-
김동혁,키움,투수,24,0,26 2/3,0,0,3,7,2,1.0,0,0,0,-
김선기,키움,투수,26,2,36 2/3,0,0,2,3,3,1.0,0,0,0,-
김성진,키움,투수,23,0,21 2/3,0,0,2,2,0,1.0,0,0,0,-
김수환,키움,1루수,44,42,297,3,0,275,27,22,0.99,0,0,0,-
김시앙,키움,포수,12,5,36 1/3,1,0,32,1,0,0.971,1,1,0,0.0
김웅빈,키움,1루수,11,9,77 2/3,1,0,70,8,5,0.987,0,0,0,-
김재웅,키움,투수,65,0,62 2/3,0,0,3,7,0,1.0,0,0,0,-
김재현,키움,포수,56,31,217 1/3,4,1,149,18,3,0.977,2,16,6,27.3
김주형,키움,2루수,7,2,19,0,0,5,2,0,1.0,0,0,0,-
김주형,키움,유격수,42,32,291 1/3,11,0,44,101,18,0.929,0,0,0,-
김주형,키움,3루수,3,0,3,0,0,0,0,0,-,0,0,0,-
김준완,키움,중견수,18,6,67,0,0,20,0,0,1.0,0,0,0,-
김준완,키움,좌익수,65,39,399 1/3,1,0,92,2,1,0.989,0,0,0,-
김준완,키움,우익수,39,34,272,2,0,62,5,0,0.971,0,0,0,-
김준형,키움,투수,12,0,13 1/3,0,0,1,1,0,1.0,0,0,0,-
김태진,키움,3루수,3,3,26,2,0,2,4,2,0.750,0,0,0,-
김태진,키움,1루수,38,30,253 2/3,1,0,236,26,22,0.996,0,0,0,-
김태진,키움,좌익수,10,8,64,0,0,13,0,0,1.0,0,0,0,-
김태진,키움,중견수,2,1,12,0,0,1,0,0,1.000,0,0,0,-
김태진,키움,2루수,26,18,167 1/3,3,0,41,65,15,0.972,0,0,0,-
김태훈,키움,투수,43,0,43,0,0,0,7,1,1.0,0,0,0,-
