player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
64906,강민국,키움,3,0,0,0,-,0,0
51301,김성진,키움,2,0,0,0,-,0,0
68346,김수환,키움,57,0,0,0,-,0,1
51303,김시앙,키움,13,0,0,0,-,0,0
65898,김웅빈,키움,45,2,0,2,0.0,0,0
62332,김재현,키움,56,0,0,0,-,1,0
69306,김주형,키움,55,1,1,0,100,1,0
63920,김준완,키움,111,2,1,1,50.0,3,0
64984,김태진,키움,77,3,1,2,33.3,1,0
62360,김태훈,키움,1,0,0,0,-,0,0
67304,김혜성,키움,129,41,34,7,82.9,4,1
51344,김휘집,키움,112,0,0,0,-,2,1
52394,노운현,키움,1,0,0,0,-,0,0
66305,박승주,키움,1,0,0,0,-,0,0
69328,박주성,키움,2,0,0,0,-,0,0
50357,박주홍,키움,21,0,0,0,-,0,0
64657,박준태,키움,52,0,0,0,-,2,0
52348,박찬혁,키움,52,1,0,1,0.0,0,1
65357,송성문,키움,142,1,0,1,0.0,1,0
50312,신준우,키움,76,0,0,0,-,0,0
52308,애플러,키움,1,0,0,0,-,0,0
68330,예진원,키움,20,0,0,0,-,0,0
69366,이명기,키움,2,0,0,0,-,0,0
67363,이병규,키움,24,1,1,0,100,2,0
74163,이용규,키움,86,14,12,2,85.7,7,0
51307,이재홍,키움,4,0,0,0,-,0,1
67341,이정후,키움,142,5,5,0,100,1,1
51302,이주형,키움,32,0,0,0,-,0,0
79456,이지영,키움,137,2,1,1,50.0,3,1
64340,임지열,키움,40,1,1,0,100,1,0
65586,전병우,키움,115,0,0,0,-,0,0
52366,푸이그,키움,126,9,6,3,66.7,12,1
64350,하영민,키움,3,0,0,0,-,0,0
