game_id,date,stadium,team_away,team_home,status,crowd,time_start,time_end,time_run,score_away,score_home
20240323HHLG0,2024-03-23,잠실,한화,LG,finished,23750,14:00,16:49,169,2,8
20240323LTSK0,2024-03-23,문학,롯데,SSG,finished,23000,14:00,17:24,204,3,5
20240323OBNC0,2024-03-23,창원,두산,NC,finished,17891,14:01,16:49,168,3,4
20240323SSKT0,2024-03-23,수원,삼성,KT,finished,18700,14:00,17:19,199,6,2
20240323WOHT0,2024-03-23,광주,키움,KIA,finished,20500,13:59,16:46,167,5,7
20240324HHLG0,2024-03-24,잠실,한화,LG,finished,23750,14:00,17:04,184,8,4
20240324LTSK0,2024-03-24,문학,롯데,SSG,finished,23000,14:00,17:45,225,6,7
20240324OBNC0,2024-03-24,창원,두산,NC,finished,14555,14:00,17:35,184,6,3
20240324SSKT0,2024-03-24,수원,삼성,KT,finished,18700,14:00,17:17,197,11,8
20240324WOHT0,2024-03-24,수원,키움,KIA,canceled,,,,,,
20240326SSLG0,2024-03-26,잠실,삼성,LG,finished,14229,18:30,21:09,159,3,4
20240326HHSK0,2024-03-26,문학,한화,SSG,finished,10541,18:30,21:24,174,6,0
20240326WONC0,2024-03-26,창원,키움,NC,finished,2839,18:30,21:52,202,5,10
20240326OBKT0,2024-03-26,수원,두산,KT,finished,4378,18:30,21:28,178,8,5
20240326LTHT0,2024-03-26,광주,롯데,KIA,finished,7328,18:30,21:17,167,1,2
20240327SSLG0,2024-03-27,잠실,삼성,LG,finished,18041,18:30,22:42,252,2,2
20240327HHSK0,2024-03-27,문학,한화,SSG,finished,11005,18:29,21:13,164,3,1
20240327WONC0,2024-03-27,창원,키움,NC,finished,3681,18:30,21:15,165,2,6
20240327OBKT0,2024-03-27,수원,두산,KT,finished,5271,18:30,21:49,199,11,8
20240327LTHT0,2024-03-27,광주,롯데,KIA,finished,8672,18:30,21:27,177,2,8
20240328SSLG0,2024-03-28,잠실,삼성,LG,finished,13420,18:30,21:36,186,1,18
20240328HHSK0,2024-03-28,문학,한화,SSG,finished,11755,18:30,22:06,216,10,6
20240328WONC0,2024-03-28,문학,키움,NC,canceled,,,,,,
