선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
고종욱,KIA,좌익수,45,35,248 1/3,2,0,54,3,0,0.966,0,0,0,-
곽도규,KIA,투수,14,0,11 2/3,0,0,0,3,0,1.0,0,0,0,-
김건국,KIA,투수,6,5,16,0,0,2,3,0,1.0,0,0,0,-
김규성,KIA,2루수,48,21,208 1/3,6,0,42,54,9,0.941,0,0,0,-
김규성,KIA,유격수,33,20,187 1/3,2,0,45,63,22,0.982,0,0,0,-
김규성,KIA,3루수,7,0,15 1/3,0,0,2,1,0,1.0,0,0,0,-
김규성,KIA,1루수,17,5,61 2/3,0,0,62,3,5,1.0,0,0,0,-
김기훈,KIA,투수,29,0,31 1/3,0,1,0,2,0,1.0,0,0,0,-
김대유,KIA,투수,41,0,25,1,0,4,7,0,0.917,0,0,0,-
김도영,KIA,유격수,4,3,27,2,0,3,6,0,0.818,0,0,0,-
김도영,KIA,3루수,81,81,695 1/3,11,0,68,140,16,0.95,0,0,0,-
김석환,KIA,1루수,4,4,34 1/3,0,0,31,1,4,1.000,0,0,0,-
김석환,KIA,좌익수,5,1,17 1/3,0,0,2,0,0,1.0,0,0,0,-
김선빈,KIA,2루수,114,111,895 1/3,7,0,180,270,74,0.985,0,0,0,-
김선빈,KIA,유격수,2,0,2,0,0,0,0,0,-,0,0,0,-
김선우,KIA,포수,5,1,21,0,0,18,1,1,1.0,0,3,1,25.0
김승현,KIA,투수,10,0,12 1/3,0,0,0,2,0,1.0,0,0,0,-
김유신,KIA,투수,27,0,30 1/3,0,0,2,0,0,1.0,0,0,0,-
김재열,KIA,투수,9,0,11 2/3,0,0,0,1,0,1.0,0,0,0,-
김태군,KIA,포수,87,72,619,4,0,462,47,6,0.992,3,42,13,23.6
김호령,KIA,중견수,68,22,288 1/3,1,0,97,0,0,0.99,0,0,0,-
나성범,KIA,우익수,50,49,410 2/3,1,0,88,4,0,0.989,0,0,0,-
메디나,KIA,투수,12,12,58,1,0,7,13,2,0.952,0,0,0,-
박정우,KIA,중견수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
박정우,KIA,우익수,13,1,28 1/3,0,0,6,0,0,1.0,0,0,0,-
박준표,KIA,투수,33,0,28,0,0,0,5,0,1.0,0,0,0,-
박찬호,KIA,유격수,128,121,1042 2/3,14,0,206,303,68,0.973,0,0,0,-
박찬호,KIA,2루수,1,0,3,1,0,0,0,0,0.000,0,0,0,-
변우혁,KIA,3루수,20,12,104 2/3,4,0,6,18,3,0.857,0,0,0,-
변우혁,KIA,1루수,55,44,358,5,0,311,24,42,0.985,0,0,0,-
산체스,KIA,투수,12,11,63 2/3,0,0,3,5,0,1.0,0,0,0,-
소크라테스,KIA,중견수,113,106,827 1/3,2,0,249,2,0,0.992,0,0,0,-
