선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
소크라테스,KIA,우익수,54,22,261,3,0,63,1,0,0.955,0,0,0,-
소크라테스,KIA,좌익수,33,12,118 2/3,2,0,33,0,0,0.943,0,0,0,-
신범수,KIA,포수,35,26,238,0,0,191,10,4,1.0,5,19,2,9.5
앤더슨,KIA,투수,14,14,79,3,0,7,13,1,0.87,0,0,0,-
양현종,KIA,투수,29,29,171,2,1,7,22,2,0.935,0,0,0,-
오선우,KIA,1루수,29,4,82 2/3,1,0,89,3,10,0.989,0,0,0,-
유승철,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
윤도현,KIA,3루수,1,0,5,1,0,1,0,0,0.500,0,0,0,-
윤영철,KIA,투수,25,24,122 2/3,0,0,3,14,1,1.0,0,0,0,-
윤중현,KIA,투수,31,0,27 2/3,0,0,2,3,0,1.0,0,0,0,-
이우성,KIA,우익수,69,54,429 2/3,0,0,102,4,1,1.0,0,0,0,-
이우성,KIA,좌익수,59,39,363 2/3,1,0,75,0,0,0.987,0,0,0,-
이의리,KIA,투수,28,28,131 2/3,3,0,1,10,0,0.786,0,0,0,-
이준영,KIA,투수,64,0,33 2/3,0,0,1,2,0,1.0,0,0,0,-
이창진,KIA,우익수,16,13,96 1/3,0,0,18,3,1,1.0,0,0,0,-
이창진,KIA,좌익수,69,40,392,1,0,92,2,0,0.989,0,0,0,-
이창진,KIA,3루수,1,0,3,0,0,0,1,0,1.000,0,0,0,-
이창진,KIA,중견수,5,3,26 1/3,0,0,8,0,0,1.000,0,0,0,-
임기영,KIA,투수,64,0,82,0,0,0,10,1,1.0,0,0,0,-
장현식,KIA,투수,56,0,51 1/3,0,0,0,8,1,1.0,0,0,0,-
전상현,KIA,투수,64,0,58 2/3,0,0,0,8,0,1.0,0,0,0,-
정해영,KIA,투수,52,0,49 1/3,1,0,3,7,0,0.909,0,0,0,-
주효상,KIA,포수,18,11,90,0,0,88,7,3,1.0,0,9,3,25.0
최원준,KIA,좌익수,4,3,22,0,0,6,0,0,1.000,0,0,0,-
최원준,KIA,우익수,7,5,43,0,0,8,0,0,1.0,0,0,0,-
최원준,KIA,1루수,39,35,321,7,0,289,15,24,0.977,0,0,0,-
최원준,KIA,중견수,21,13,125,1,0,46,0,0,0.979,0,0,0,-
최정용,KIA,3루수,9,3,38,0,0,8,14,0,1.0,0,0,0,-
최정용,KIA,2루수,37,4,85 1/3,1,0,13,34,7,0.979,0,0,0,-
최정용,KIA,1루수,2,0,4,0,0,3,0,0,1.000,0,0,0,-
최정용,KIA,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
최지민,KIA,투수,58,0,59 1/3,1,1,4,8,1,0.923,0,0,0,-
최형우,KIA,좌익수,15,14,107,1,0,18,0,0,0.947,0,0,0,-
파노니,KIA,투수,16,15,82 1/3,0,1,3,14,1,1.0,0,0,0,-
한승택,KIA,포수,48,32,273 1/3,2,3,223,18,3,0.992,3,19,3,13.6
한준수,KIA,포수,45,22,208 2/3,0,3,151,15,1,1.0,1,17,4,19.0
홍종표,KIA,유격수,8,0,9,0,0,5,2,1,1.0,0,0,0,-
홍종표,KIA,3루수,3,0,5,0,0,1,2,1,1.000,0,0,0,-
홍종표,KIA,2루수,13,1,25,0,0,2,7,1,1.0,0,0,0,-
황대인,KIA,1루수,55,50,389 1/3,3,0,355,33,34,0.992,0,0,0,-
황동하,KIA,투수,13,6,31 1/3,0,0,3,5,0,1.0,0,0,0,-
