선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
고효준,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0
김강민,SSG,0.303,84,202,178,24,54,11,0,5,80,18,2,1
김규남,SSG,0.000,2,5,5,0,0,0,0,0,0,0,0,0
김민식,SSG,0.221,104,266,222,30,49,9,1,2,66,28,7,3
김성현,SSG,0.219,130,359,302,38,66,9,1,2,83,37,20,3
김재현,SSG,0.222,18,20,18,2,4,1,0,0,5,4,2,0
김택형,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
라가레스,SSG,0.315,49,202,181,24,57,9,0,6,84,32,3,3
박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
박성한,SSG,0.298,140,564,494,68,147,24,4,2,185,56,6,2
서동민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
석정우,SSG,0.222,9,9,9,1,2,0,0,0,2,0,0,0
안상현,SSG,0.158,46,47,38,12,6,0,0,2,12,5,3,0
오준혁,SSG,0.230,47,67,61,3,14,2,0,0,16,6,1,0
오태곤,SSG,0.232,130,295,263,48,61,14,1,4,89,23,5,3
이재원,SSG,0.201,105,279,234,27,47,6,0,4,65,28,9,3
이정범,SSG,0.273,7,11,11,2,3,0,0,0,3,1,0,0
이현석,SSG,0.133,9,15,15,0,2,0,0,0,2,1,0,0
이흥련,SSG,0.133,22,55,45,4,6,2,0,0,8,1,3,0
전경원,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0
전의산,SSG,0.249,77,266,241,36,60,15,1,13,116,45,0,1
조요한,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
조형우,SSG,0.167,9,13,12,2,2,1,0,0,3,1,0,0
최경모,SSG,0.301,98,75,73,16,22,2,0,0,24,4,1,0
최민준,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
최상민,SSG,0.071,27,18,14,3,1,0,0,0,1,1,1,0
최정,SSG,0.266,121,505,414,80,110,21,0,26,209,87,0,6
최주환,SSG,0.211,97,333,298,36,63,14,2,9,108,41,0,2
최준우,SSG,0.250,10,16,12,0,3,0,0,0,3,1,0,1
최지훈,SSG,0.304,144,640,569,93,173,32,4,10,243,61,13,4
최항,SSG,0.100,15,24,20,0,2,0,0,0,2,1,0,1
추신수,SSG,0.259,112,499,409,77,106,20,1,16,176,58,2,4
크론,SSG,0.222,67,259,243,21,54,13,1,11,102,35,0,4
하재훈,SSG,0.215,60,114,107,18,23,6,1,6,49,13,0,2
한유섬,SSG,0.264,135,545,458,62,121,33,1,21,219,100,0,5
