선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
강민호,삼성,0.269,127,465,412,37,111,23,1,12,172,71,1,7
구자욱,삼성,0.319,142,616,529,106,169,43,2,19,273,96,1,8
김대호,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
김도환,삼성,0.286,6,14,14,3,4,1,0,0,5,1,0,0
김성윤,삼성,0.331,127,538,456,92,151,29,9,6,216,61,10,2
김영웅,삼성,0.249,125,499,446,66,111,22,2,22,203,72,0,3
김재성,삼성,0.127,43,73,63,3,8,2,0,0,10,4,1,1
김재윤,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
김재혁,삼성,0.000,8,4,3,2,0,0,0,0,0,0,0,0
김지찬,삼성,0.281,90,373,317,59,89,9,2,0,102,23,10,3
김태근,삼성,0.333,11,14,12,2,4,0,0,0,4,0,0,0
김태훈,삼성,0.237,51,98,93,4,22,1,0,2,29,8,2,0
김태훈,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
김헌곤,삼성,0.225,77,191,173,21,39,6,0,2,51,11,2,1
김호진,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
디아즈,삼성,0.314,144,628,551,93,173,32,0,50,355,158,0,11
류지혁,삼성,0.280,129,464,400,54,112,14,0,1,129,37,14,4
박병호,삼성,0.199,77,232,196,26,39,5,0,15,89,33,0,2
박승규,삼성,0.287,64,200,174,39,50,5,0,6,73,14,1,0
박진우,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0
배찬승,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
심재훈,삼성,0.184,31,43,38,8,7,0,0,0,7,2,1,0
안주형,삼성,0.235,8,18,17,3,4,0,0,1,7,2,0,0
양도근,삼성,0.259,116,198,166,23,43,5,0,0,48,16,11,1
양우현,삼성,0.188,14,16,16,3,3,1,0,0,4,4,0,0
양창섭,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
육선엽,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
윤정빈,삼성,0.175,25,46,40,3,7,1,0,0,8,3,0,2
이병헌,삼성,0.200,55,59,55,5,11,3,0,1,17,7,0,0
이성규,삼성,0.198,68,154,126,17,25,5,1,6,50,21,1,2
이승현,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
이재현,삼성,0.254,139,555,457,82,116,29,1,16,195,67,10,8
이재희,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
이창용,삼성,0.200,11,17,15,2,3,1,0,1,7,2,0,0
이해승,삼성,0.200,8,5,5,2,1,0,0,0,1,1,0,0
이호성,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
전병우,삼성,0.273,59,97,77,11,21,2,0,1,26,13,0,0
차승준,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0
함수호,삼성,0.214,6,14,14,1,3,0,0,0,3,1,0,0
홍현빈,삼성,0.125,32,38,32,8,4,2,0,0,6,0,2,0
