player_id,구분,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
62925,2아웃,0.171,41,7,2,0,0,5,4,2,8,0
64610,주자없음,0.246,118,29,6,1,0,0,6,0,31,0
64610,1루,0.233,30,7,0,0,0,0,3,0,10,3
64610,2루,0.222,18,4,1,1,0,3,5,0,1,0
64610,3루,0.333,6,2,0,0,0,3,0,0,2,0
64610,"1,2루",0.083,24,2,0,0,0,1,2,0,6,1
64610,"1,3루",0.333,6,2,0,0,0,0,1,0,0,0
64610,"2,3루",0.000,2,0,0,0,0,1,2,0,0,0
64610,만루,0.000,8,0,0,0,0,2,1,0,4,0
64610,주자있음,0.181,94,17,1,1,0,10,14,0,23,4
64610,득점권,0.156,64,10,1,1,0,10,11,0,13,1
64610,0-0,0.292,24,7,0,0,0,0,0,0,0,0
64610,1-0,0.400,15,6,3,0,0,1,0,0,0,0
64610,2-0,0.333,3,1,0,0,0,0,0,0,0,0
64610,3-0,-,0,0,0,0,0,0,10,0,0,0
64610,0-1,0.308,13,4,0,0,0,2,0,0,0,1
64610,1-1,0.429,14,6,1,0,0,0,0,0,0,0
64610,2-1,0.071,14,1,0,0,0,0,0,0,0,1
64610,3-1,0.000,4,0,0,0,0,1,3,0,0,0
64610,0-2,0.269,26,7,1,0,0,1,0,0,12,1
64610,1-2,0.159,44,7,1,0,0,1,0,0,18,1
64610,2-2,0.139,36,5,1,0,0,3,0,0,16,0
64610,3-2,0.105,19,2,0,2,0,1,7,0,8,0
64610,1회,0.273,11,3,0,0,0,1,2,0,4,0
64610,2회,0.281,32,9,1,1,0,1,3,0,4,0
64610,3회,0.296,27,8,3,0,0,1,1,0,8,2
64610,4회,0.143,28,4,0,0,0,1,2,0,9,0
64610,5회,0.200,20,4,0,0,0,0,3,0,5,0
64610,6회,0.231,26,6,1,0,0,2,1,0,4,0
64610,7회,0.192,26,5,0,1,0,1,1,0,8,1
64610,8회,0.143,21,3,0,0,0,2,5,0,6,1
64610,9회,0.235,17,4,2,0,0,1,2,0,3,0
64610,연장,0.000,4,0,0,0,0,0,0,0,3,0
64610,1~3회,0.286,70,20,4,1,0,3,6,0,16,2
64610,4~6회,0.189,74,14,1,0,0,3,6,0,18,0
64610,7회이후,0.176,68,12,2,1,0,4,8,0,20,2
64610,1번타자,0.000,9,0,0,0,0,0,0,0,3,1
64610,2번타자,0.171,35,6,1,0,0,0,3,0,11,1
64610,4번타자,0.000,3,0,0,0,0,0,1,0,0,0
64610,5번타자,0.240,25,6,2,0,0,0,2,0,5,1
64610,6번타자,0.236,55,13,3,2,0,4,9,0,11,0
64610,7번타자,0.200,35,7,0,0,0,4,2,0,5,0
64610,8번타자,0.222,27,6,1,0,0,1,2,0,12,1
64610,9번타자,0.348,23,8,0,0,0,1,1,0,7,0
64610,좌투수,0.197,76,15,2,1,0,3,4,0,25,3
64610,우투수,0.242,124,30,4,1,0,7,13,0,24,1
64610,언더투수,0.083,12,1,1,0,0,0,3,0,5,0
64610,0아웃,0.270,74,20,3,1,0,0,3,0,19,1
64610,1아웃,0.241,83,20,2,1,0,6,11,0,20,3
64610,2아웃,0.109,55,6,2,0,0,4,6,0,15,0
50066,주자없음,0.170,47,8,1,0,1,1,3,1,6,0
50066,1루,0.227,22,5,3,0,0,2,0,0,4,2
50066,2루,0.364,11,4,1,0,0,3,1,0,1,0
50066,3루,0.000,4,0,0,0,0,0,0,0,2,0
50066,"1,2루",0.231,13,3,1,0,0,3,1,0,2,1
50066,"1,3루",0.000,4,0,0,0,0,0,0,0,1,0
50066,"2,3루",0.000,1,0,0,0,0,1,0,0,0,0
50066,만루,0.000,1,0,0,0,0,1,1,0,1,0
50066,주자있음,0.214,56,12,5,0,0,10,3,0,11,3
50066,득점권,0.206,34,7,2,0,0,8,3,0,7,1
50066,0-0,0.556,9,5,0,0,0,1,0,0,0,1
50066,1-0,0.333,9,3,1,0,1,2,0,0,0,0
50066,2-0,0.000,1,0,0,0,0,0,0,0,0,0
50066,3-0,-,0,0,0,0,0,1,1,0,0,0
50066,0-1,0.083,12,1,1,0,0,0,0,0,0,0
50066,1-1,0.100,10,1,1,0,0,1,0,1,0,1
50066,2-1,0.500,4,2,1,0,0,0,0,0,0,0
50066,3-1,0.000,3,0,0,0,0,1,2,0,0,0
50066,0-2,0.071,14,1,0,0,0,1,0,0,5,0
50066,1-2,0.231,13,3,0,0,0,1,0,0,3,0
50066,2-2,0.059,17,1,0,0,0,0,0,0,6,1
50066,3-2,0.273,11,3,2,0,0,3,3,0,3,0
50066,1회,0.500,4,2,1,0,0,2,0,0,0,0
50066,2회,0.077,13,1,0,0,0,1,1,0,1,0
50066,3회,0.273,11,3,1,0,0,1,0,0,2,0
50066,4회,0.167,12,2,0,0,0,0,1,0,1,1
50066,5회,0.333,9,3,1,0,0,1,0,0,1,0
50066,6회,0.000,13,0,0,0,0,1,2,0,2,1
50066,7회,0.100,10,1,1,0,0,0,0,1,2,0
50066,8회,0.313,16,5,2,0,1,3,1,0,4,0
50066,9회,0.200,15,3,0,0,0,2,1,0,4,1
50066,1~3회,0.214,28,6,2,0,0,4,1,0,3,0
50066,4~6회,0.147,34,5,1,0,0,2,3,0,4,2
50066,7회이후,0.220,41,9,3,0,1,5,2,1,10,1
50066,1번타자,0.250,4,1,0,0,0,0,0,0,1,0
50066,4번타자,0.000,1,0,0,0,0,0,0,0,0,0
50066,5번타자,0.429,14,6,1,0,1,4,1,0,1,0
50066,6번타자,0.125,40,5,2,0,0,3,0,0,7,1
50066,7번타자,0.400,5,2,1,0,0,1,0,0,1,0
50066,8번타자,0.176,17,3,1,0,0,2,4,0,5,2
50066,9번타자,0.136,22,3,1,0,0,1,1,1,2,0
50066,좌투수,0.143,21,3,2,0,0,2,2,0,3,1
50066,우투수,0.213,75,16,4,0,0,8,3,0,11,1
50066,언더투수,0.143,7,1,0,0,1,1,1,1,3,1
50066,0아웃,0.125,32,4,0,0,1,1,1,1,3,1
50066,1아웃,0.167,30,5,1,0,0,3,2,0,6,2
50066,2아웃,0.268,41,11,5,0,0,7,3,0,8,0
51868,1루,0.000,3,0,0,0,0,0,0,0,2,0
51868,2루,0.000,1,0,0,0,0,0,0,0,1,0
51868,주자있음,0.000,4,0,0,0,0,0,0,0,3,0
51868,득점권,0.000,1,0,0,0,0,0,0,0,1,0
51868,1-0,-,0,0,0,0,0,0,0,0,0,0
51868,0-2,0.000,1,0,0,0,0,0,0,0,1,0
51868,1-2,0.000,3,0,0,0,0,0,0,0,2,0
51868,2회,0.000,1,0,0,0,0,0,0,0,1,0
51868,3회,0.000,1,0,0,0,0,0,0,0,0,0
51868,6회,0.000,1,0,0,0,0,0,0,0,1,0
51868,8회,0.000,1,0,0,0,0,0,0,0,1,0
51868,1~3회,0.000,2,0,0,0,0,0,0,0,1,0
51868,4~6회,0.000,1,0,0,0,0,0,0,0,1,0
51868,7회이후,0.000,1,0,0,0,0,0,0,0,1,0
51868,3번타자,0.000,1,0,0,0,0,0,0,0,1,0
51868,7번타자,0.000,3,0,0,0,0,0,0,0,2,0
51868,좌투수,0.000,4,0,0,0,0,0,0,0,3,0
